"Número de pedido";"Fecha de creación";"Gestion";"Estado";"Fulfillment Status";"Tracking status";"Delivery Tracking ID";"Delivery Transaction ID";"Originating Channel";"Origin Store Location: Name"
"229909195";"13/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323816080";"000229909195001";"Call Center";"Konecta Recambio"
"229816093";"27/06/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323813580";"000229816093001";"Call Center";"Teleperformance Ventas"
"229840079";"24/07/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323814280";"000229840079001";"Call Center";"CAT TECHNOLOGIES"
"229468238";"12/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323758540";"000229468238001";"Call Center";"Teleperformance Ventas"
"229306062";"21/12/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323800360";"000229306062001";"E-Commerce";"Community"
"229240473";"03/05/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323796750";"000229240473001";"E-Commerce";"Community"
"228902748";"17/04/2023";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323772180";"000228902748001";"E-Commerce";"Community"
"228806375";"17/05/2022";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323768700";"000228806375001";"Call Center";"Teleperformance Ventas"
"229444561";"21/05/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323803320";"000229444561001";"E-Commerce";"Community"
"229254368";"11/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323790450";"000229254368001";"Call Center";"Konecta Recambio"
"229406201";"16/12/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323802890";"000229406201001";"E-Commerce";"Community"
"229775486";"15/09/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323812750";"000229775486001";"Call Center";"CAT TECHNOLOGIES"
"229208870";"11/04/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323794810";"000229208870001";"E-Commerce";"Community"
"229512289";"03/05/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323808040";"000229512289001";"E-Commerce";"Community"
"230644343";"02/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323847170";"000230644343001";"E-Commerce";"Community"
"230648613";"13/07/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323847290";"000230648613001";"E-Commerce";"Community"
"228902272";"31/10/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000998996820";"000228902272001";"Call Center";"Apex Ventas"
"229859245";"04/05/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323818850";"000229859245001";"E-Commerce";"Community"
"229479882";"11/03/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323805590";"000229479882001";"E-Commerce";"Community"
"230248227";"18/02/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000998999880";"000230248227001";"Call Center";"CAT TECHNOLOGIES"
"230644274";"12/04/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323847160";"000230644274001";"E-Commerce";"Community"
"229292172";"06/12/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"3532000229292172001";"000229292172001";"E-Commerce";"Community"
"229924362";"13/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000998389130";"000229924362001";"Call Center";"Konecta Recambio"
"229153230";"05/10/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323786340";"000229153230001";"E-Commerce";"Community"
"229150344";"11/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323789050";"000229150344001";"Call Center";"Konecta Recambio"
"230780944";"15/11/2023";"Venta PortIn";"Iniciada";"In Progress";"Despachado";"900000323850130";"000230780944001";"Call Center";"Konecta Recambio"
"230414973";"29/09/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323834770";"000230414973001";"E-Commerce";"Community"
"229294041";"31/01/2022";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323799680";"000229294041001";"E-Commerce";"Community"
"229305027";"27/09/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323800330";"000229305027001";"E-Commerce";"Community"
"229923498";"06/11/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323820480";"000229923498001";"Call Center";"Contingencia Telefónica OC"
"229291014";"15/12/2020";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323790740";"000229291014001";"Call Center";"Teleperformance Ventas"
"229192169";"16/12/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323793780";"000229192169001";"E-Commerce";"Community"
"229480625";"16/12/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323805650";"000229480625001";"E-Commerce";"Community"
"229209380";"06/03/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323794840";"000229209380001";"E-Commerce";"Community"
"228839097";"22/03/2022";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323770120";"000228839097001";"Call Center";"Teleperformance Ventas"
"229304950";"17/12/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323800310";"000229304950001";"E-Commerce";"Community"
"229790307";"28/09/2020";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323813890";"000229790307001";"Call Center";"CCT Córdoba"
"229290328";"02/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323799390";"000229290328001";"E-Commerce";"Community"
"228569563";"12/04/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323753400";"000228569563001";"E-Commerce";"Community"
"229480926";"18/02/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323805680";"000229480926001";"E-Commerce";"Community"
"229998783";"16/12/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323822330";"000229998783001";"E-Commerce";"Community"
"230150929";"17/07/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323831250";"000230150929001";"E-Commerce";"Community"
"228845923";"12/04/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323770040";"000228845923001";"E-Commerce";"Community"
"229406723";"03/05/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323802900";"000229406723001";"E-Commerce";"Community"
"230296864";"14/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000999000030";"000230296864001";"Call Center";"CAT TECHNOLOGIES"
"229952030";"31/10/2023";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323821140";"000229952030001";"E-Commerce";"Community"
"230541626";"14/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000999001240";"000230541626001";"Call Center";"CAT TECHNOLOGIES"
"228627433";"02/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323762490";"000228627433001";"E-Commerce";"Community"
"229192080";"12/04/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323793770";"000229192080001";"E-Commerce";"Community"
"229445708";"17/08/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323803360";"000229445708001";"E-Commerce";"Community"
"228860550";"29/04/2022";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323770740";"000228860550001";"Call Center";"Teleperformance Ventas"
"228743199";"14/06/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323766670";"000228743199001";"E-Commerce";"Community"
"229827954";"26/10/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323818510";"000229827954001";"Call Center";"Konecta Recambio"
"229304617";"11/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323790880";"000229304617001";"Call Center";"CAT TECHNOLOGIES"
"229132839";"04/05/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"3532000229132839001";"000229132839001";"E-Commerce";"Community"
"229513540";"20/05/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323808130";"000229513540001";"E-Commerce";"Community"
"229831537";"11/04/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323813980";"000229831537001";"Call Center";"Teleperformance Ventas"
"228738336";"10/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323750700";"000228738336001";"Call Center";"CAT TECHNOLOGIES"
"230541373";"14/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323841510";"000230541373001";"Call Center";"CAT TECHNOLOGIES"
"229949244";"13/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000998999060";"000229949244001";"Call Center";"CAT TECHNOLOGIES"
"229168892";"18/02/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323787240";"000229168892001";"E-Commerce";"Community"
"229319124";"11/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323791080";"000229319124001";"Call Center";"Activo Contact Center"
"229469575";"16/12/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323804760";"000229469575001";"E-Commerce";"Community"
"228627178";"31/10/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000997869730";"000228627178001";"Call Center";"Activo Contact Center"
"229035827";"06/01/2022";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323758100";"000229035827001";"Call Center";"Activo Contact Center"
"229540444";"05/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323810620";"000229540444001";"E-Commerce";"Community"
"229445536";"16/12/2020";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000998388190";"000229445536001";"Call Center";"Activo Contact Center"
"229758008";"05/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323811960";"000229758008001";"Call Center";"Teleperformance Ventas"
"229194988";"28/09/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"3532000229194988001";"000229194988001";"E-Commerce";"Community"
"229235677";"06/03/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323796490";"000229235677001";"E-Commerce";"Community"
"229897138";"28/09/2020";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000998389020";"000229897138001";"Call Center";"Activo Contact Center"
"229841909";"20/05/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323818640";"000229841909001";"E-Commerce";"Community"
"229259507";"03/05/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323797820";"000229259507001";"E-Commerce";"Community"
"229264615";"11/04/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323798000";"000229264615001";"E-Commerce";"Community"
"230323752";"04/05/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323760360";"000230323752001";"Call Center";"Teleperformance Ventas"
"228531379";"05/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"3532000228531379001";"000228531379001";"E-Commerce";"Community"
"229323552";"17/12/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323801190";"000229323552001";"E-Commerce";"Community"
"229873677";"09/09/2022";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323815520";"000229873677001";"Call Center";"Teleperformance Ventas"
"230405298";"06/03/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323838430";"000230405298001";"Call Center";"Teleperformance Ventas"
"230602665";"27/06/2023";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323845950";"000230602665001";"Call Center";"Konecta Recambio"
"229511599";"18/02/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323808020";"000229511599001";"E-Commerce";"Community"
"228659481";"03/05/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323764740";"000228659481001";"E-Commerce";"Community"
"230530428";"14/10/2022";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323840940";"000230530428001";"Call Center";"Activo Contact Center"
"230602147";"05/10/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323845860";"000230602147001";"E-Commerce";"Community"
"229481280";"03/08/2023";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323805690";"000229481280001";"E-Commerce";"Community"
"229779784";"06/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323812420";"000229779784001";"E-Commerce";"Community"
"229193827";"06/03/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323789670";"000229193827001";"Call Center";"Teleperformance Ventas"
"229827725";"02/02/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323813910";"000229827725001";"Call Center";"Activo Contact Center"
"229948521";"13/11/2023";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323821090";"000229948521001";"E-Commerce";"Community"
"229318212";"27/09/2020";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323791070";"000229318212001";"Call Center";"Teleperformance Ventas"
"229515508";"12/10/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323808360";"000229515508001";"E-Commerce";"Community"
"229949964";"07/04/2022";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323826520";"000229949964001";"Call Center";"Teleperformance Ventas"
"229168030";"02/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323787110";"000229168030001";"E-Commerce";"Community"
"228571257";"16/12/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"3532000228571257001";"000228571257001";"E-Commerce";"Community"
"229998915";"02/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323822340";"000229998915001";"E-Commerce";"Community"
"229910011";"31/10/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000998998800";"000229910011001";"Call Center";"Teleperformance Ventas"
"230375104";"14/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323837770";"000230375104001";"Call Center";"Activo Contact Center"
"230010865";"13/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323823570";"000230010865001";"Call Center";"Teleperformance Ventas"
"228642817";"03/05/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323764120";"000228642817001";"E-Commerce";"Community"
"228660152";"30/01/2023";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323764800";"000228660152001";"E-Commerce";"Community"
"229845992";"13/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000998388860";"000229845992001";"Call Center";"Konecta Recambio"
"229512994";"18/08/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323808080";"000229512994001";"E-Commerce";"Community"
"229897351";"04/09/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323819720";"000229897351001";"E-Commerce";"Community"
"230543140";"12/04/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323837290";"000230543140001";"E-Commerce";"Community"
"229925550";"18/02/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323820470";"000229925550001";"E-Commerce";"Community"
"229924514";"11/04/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323816540";"000229924514001";"Call Center";"Teleperformance Ventas"
"229292528";"03/10/2022";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323799580";"000229292528001";"E-Commerce";"Community"
"229134877";"12/04/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323785580";"000229134877001";"E-Commerce";"Community"
"229513011";"10/11/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323808090";"000229513011001";"E-Commerce";"Community"
"228529794";"15/07/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323745370";"000228529794001";"E-Commerce";"Community"
"229256323";"04/05/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323797840";"000229256323001";"Call Center";"Teleperformance Ventas"
"229539818";"28/09/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323810540";"000229539818001";"E-Commerce";"Community"
"228889220";"05/10/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323771670";"000228889220001";"E-Commerce";"Community"
"230375861";"05/10/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323833940";"000230375861001";"E-Commerce";"Community"
"229815882";"07/06/2023";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323818290";"000229815882001";"E-Commerce";"Community"
"229540653";"26/09/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323810680";"000229540653001";"E-Commerce";"Community"
